-93 8 50 
-143 33 0 
-143 33 0 
-93 8 -50 

-93 8 50 
-43 33 0 
-43 33 0 
-93 8 -50 

-93 8 50 
-43 -17 100 
-43 -17 0 
-93 8 -50 

-93 8 50 
-143 -17 100 
-143 -17 0 
-93 8 -50 

-93 8 50 
-143 33 0 
-143 33 0 
-93 8 -50 

