-168 -180 55 
-153 -180 55 
-153 -180 45 
-168 -180 45 

-168 -180 55 
-160.5 -167.01 55 
-160.5 -167.01 45 
-168 -180 45 

-168 -180 55 
-175.5 -167.01 55 
-175.5 -167.01 45 
-168 -180 45 

-168 -180 55 
-183 -180 55 
-183 -180 45 
-168 -180 45 

-168 -180 55 
-175.5 -192.99 55 
-175.5 -192.99 45 
-168 -180 45 

-168 -180 55 
-160.5 -192.99 55 
-160.5 -192.99 45 
-168 -180 45 

-168 -180 55 
-153 -180 55 
-153 -180 45 
-168 -180 45 

