78 -150 55 
93 -150 55 
93 -150 45 
78 -150 45 

78 -150 55 
85.5 -137.01 55 
85.5 -137.01 45 
78 -150 45 

78 -150 55 
70.5 -137.01 55 
70.5 -137.01 45 
78 -150 45 

78 -150 55 
63 -150 55 
63 -150 45 
78 -150 45 

78 -150 55 
70.5 -162.99 55 
70.5 -162.99 45 
78 -150 45 

78 -150 55 
85.5 -162.99 55 
85.5 -162.99 45 
78 -150 45 

78 -150 55 
93 -150 55 
93 -150 45 
78 -150 45 

