152 75 55 
167 75 55 
167 75 45 
152 75 45 

152 75 55 
159.5 87.9904 55 
159.5 87.9904 45 
152 75 45 

152 75 55 
144.5 87.9904 55 
144.5 87.9904 45 
152 75 45 

152 75 55 
137 75 55 
137 75 45 
152 75 45 

152 75 55 
144.5 62.0096 55 
144.5 62.0096 45 
152 75 45 

152 75 55 
159.5 62.0096 55 
159.5 62.0096 45 
152 75 45 

152 75 55 
167 75 55 
167 75 45 
152 75 45 

